	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
insH-4	0	NA	NA	NA	NA	NA
fnr	1249.71734527606	-0.129166233423059	0.226053716614274	-0.571396194487088	0.567731108119899	0.741271454561797
uspE	528.209210918738	0.709018129084436	0.233523527641818	3.03617428292681	0.0023960082613461	0.0136001609868018
abgT	55.1463578566973	0.544977163044695	0.466471932689057	1.16829572125183	0.242687500686193	0.429624183580006
ogt	64.0024809732288	-0.0857610279171871	0.431773213533855	-0.198625169948072	0.842555963117545	0.918288280678691
abgA	20.2281511531345	0.617160340874765	0.672384966743804	0.917867548204597	0.358688213090153	NA
abgB	37.0623081316241	0.760805407456776	0.513689634540309	1.4810604619998	0.13859046255173	0.296997700360137
lpcA	594.581285962868	-0.754196337945459	0.236928093577678	-3.18322882929116	0.0014564246301844	0.00931395940248358
abgR	35.6491122606988	0.386029266879007	0.541786065438077	0.712512357745621	0.476147561802967	0.660437557023139
ivy	183.874288086896	0.693048844433314	0.309889827603248	2.23643625153332	0.0253232087368921	0.0854121786210428
fadE	300.008594601254	2.54577799273246	0.331013113924516	7.69086747817791	1.46140744334327e-14	1.54498168150946e-12
dinJ	124.111181480093	0.52943155376009	0.324468909855557	1.6316865427747	0.102745536407677	0.243229514284659
yafL	50.6789537712934	1.16937559068803	0.713569318484943	1.6387694375241	0.101261286482695	0.240566665850392
yafK	295.079531975988	0.864881122552075	0.269297054251974	3.21162489116137	0.0013198658718278	0.00864409764180124
yafQ	61.5535120938877	-0.091401991338739	0.430262555857252	-0.212433059987361	0.831769196160687	0.912706840937919
yhiD	4.72519146076409	-0.436070399994143	1.35956858487014	-0.320741744732058	0.748406109539347	NA
ybhK	268.719790294079	0.0420130224929254	0.268569089823511	0.156432828962313	0.875691861929545	0.932486657025557
moaA	612.995773653329	-0.627646406181155	0.235090217098797	-2.66981082380551	0.00758939929322619	0.0335406474577563
bioD	116.430631496731	-1.23352114956428	0.465993123374238	-2.64708015567354	0.0081190106033714	0.0353041296545057
uvrB	428.741299195095	-0.0556992750436066	0.240539284392061	-0.231559993139503	0.816879783794743	0.903070858472518
moaD	139.952937564359	-0.913207760018064	0.341686864615346	-2.67264520409968	0.00752557973165792	0.0334299091641658
moaE	204.694006975607	-0.710149973200627	0.329203148135075	-2.15717856048341	0.0309917542915804	0.100234325782425
moaB	328.819308503411	-0.5463623013053	0.300477389217964	-1.81831419238328	0.069016124833729	0.181980943345678
moaC	276.18051640766	-0.595505284848314	0.294172658618484	-2.02433933746586	0.0429352487628904	0.128996400146411
yliL	2.52426866806323	-0.688461266813839	1.8830518673703	-0.365609295603356	0.714656637775997	NA
ybhL	358.348029824401	-0.315583897166928	0.250413237210186	-1.2602524558318	0.207578305222608	0.386469669082308
ybhM	12.9523813613137	-0.423333683778655	0.826620505920165	-0.51212579502539	0.608562972473255	NA
dinF	157.868493455266	-0.280379557091106	0.314904457290912	-0.890363888473285	0.373270526051383	0.567728725881031
atpH	4264.63297608349	-1.00954683452346	0.20416179735042	-4.94483712244505	7.62075541651763e-07	1.67409192039475e-05
viaA	121.446615368756	-0.139602010078289	0.326815202277609	-0.427158862578572	0.669263622008622	0.813261075163494
ykgD	75.7505119782104	0.49002642395954	0.393187738252003	1.24629121482286	0.212657501959318	0.392696686205444
ykgE	175.612246789555	-2.03488922473421	0.470587070052175	-4.32415030975798	1.53120874179026e-05	0.000208035308171745
ykgI	6.09154290490891	-0.226368424892909	1.22794639867718	-0.184347154840607	0.853741123552297	NA
ykgC	16.5993163994396	0.674281728965312	0.742893274702104	0.90764279597994	0.364066975904948	NA
ykgB	10.063916548065	0.530833258586446	0.936737974576767	0.566682757604959	0.570929737501032	NA
insF-1	0	NA	NA	NA	NA	NA
hofP	4.24366576040371	-0.402381035411086	1.40582883112363	-0.286223348463751	0.774707061982271	NA
bglH	19.868978262188	0.171613256992203	0.684228114078403	0.25081292840963	0.80195874558722	NA
pgaB	20.7082145839397	0.0579551881467608	0.697739515847099	0.0830613528838188	0.933802755547525	0.967027344176372
yieK	27.0657117753422	-0.657758484959312	0.592413011026781	-1.11030391418864	0.266868086989787	0.454818507952872
yieL	14.3335773949471	-0.124121243170973	0.785925419208296	-0.157930053078073	0.874511916303589	NA
phoU	189.059975842024	-0.114088244040733	0.297747984542661	-0.383170499763321	0.701593349676934	0.83544185214962
hofM	38.6040429614935	0.450956937894117	0.515551441231094	0.874707937615825	0.381732840073007	0.575234832056562
ykgF	256.372293513798	-1.84985806444064	0.402068430387113	-4.6008537966027	4.20762691741576e-06	6.94361066420366e-05
ykgG	358.204130997147	-0.488427209757345	0.296454387697121	-1.64756276185177	0.0994424271884077	0.2374126543249
hofN	17.766056930678	-0.119774287210387	0.723351246006654	-0.165582471685249	0.868485542427054	NA
yeaD	144.930065923176	-1.02964462334372	0.336399593895788	-3.0607784373922	0.00220762390114277	0.0127229840844395
dld	654.947885768772	1.36712453812602	0.232428122576166	5.88192393834792	4.05524704785221e-09	1.78167542375117e-07
yeaC	224.25843433132	0.66158075083512	0.301515629079111	2.19418393950496	0.0282221886936369	0.0932379534673571
pbpG	268.291635630738	0.987232607994354	0.28901823424441	3.41581426713546	0.000635916043953343	0.00473855501474485
msrB	386.697892389976	0.86217663937124	0.276444499811876	3.11880554671177	0.00181585757692117	0.011037686195724
hofQ	86.6325373911566	0.225599364677137	0.41003726288745	0.550192348589209	0.582187451022405	0.752307160736744
lpxA	1875.89781874659	-0.706920881297805	0.233940492628713	-3.0217978655784	0.0025127828150211	0.0141443332166662
lpxB	731.213820056782	-0.344849027391008	0.244005927358821	-1.41328135395618	0.157573014236511	0.321707608426143
lpxD	3005.93646133245	-0.649264260331646	0.204071483855438	-3.18155309142348	0.00146487670936788	0.00935033567507838
fabZ	1203.47517431014	-0.642081187807462	0.223564349961901	-2.8720195680433	0.00407857711397573	0.0207798590008733
bamA	3458.10842872362	-0.745235224716032	0.202398765198654	-3.68201468020116	0.00023139808267615	0.00203859300440994
skp	2458.00085394718	-0.683385157743668	0.205120727072318	-3.33162410009756	0.000863407940533524	0.00612349908349038
cdsA	581.275573448324	-0.463376117483903	0.240399853446107	-1.92752246243687	0.0539145514609092	0.153142676399879
rseP	1163.50633886205	-0.438639970690331	0.2168271944816	-2.02299334149045	0.0430738340149235	0.129183316021708
dxr	286.533957232039	-0.574541292039598	0.269143407166616	-2.13470319815013	0.0327852616036	0.10463447170281
ispU	667.690384413951	-0.311740557405114	0.23233994547693	-1.34174326659669	0.179679253066273	0.350149154837719
ydjN	995.816935481325	0.250715624877137	0.254655781848287	0.984527518116602	0.324856208081273	0.51764518902843
ydjO	4.48661441379101	0.999379616193203	1.51212726393963	0.660909726334451	0.508670208145332	NA
yniC	184.71797154912	0.229239578317174	0.293954278017587	0.779847736400212	0.435480504379991	0.626906615454259
ydjM	26.2919857106527	-0.123347183435975	0.633426874989897	-0.19472994959038	0.845604364330109	0.919665141156967
ycbF	27.4806325169022	0.353527700142502	0.579589975250792	0.609961723353702	0.541887163436343	0.718903636825548
pyrD	199.496754175771	-0.904753413289855	0.330228515515898	-2.73977979120431	0.00614803610334254	0.0288471652394006
ybaQ	91.8865856675197	-0.429453415249725	0.375015399951396	-1.14516207949163	0.252142023400219	0.439462372572355
copA	370.71591829572	0.194726490562323	0.271313268687316	0.717718272698053	0.47293101420907	0.657852899481779
elfC	54.8520011075591	0.31152752227882	0.55879860430019	0.557495168888192	0.577189158951959	0.74940917358883
ybaP	90.8554399132322	-0.162412125634249	0.369231734817559	-0.439865023288147	0.660034869775256	0.806971698783044
ushA	272.689313507156	-0.0299714760881413	0.280555364032793	-0.106829096607962	0.914924563803104	0.956486340959796
ybaK	153.085125602031	-0.221427636059376	0.306576651778889	-0.722258641597649	0.470135475555033	0.656957371083588
ybaL	353.857130663302	0.316343258640238	0.276532155210739	1.14396554859654	0.252637924857361	0.439873443022364
fsr	230.041090614084	0.852474520164054	0.277443887998524	3.07260154950174	0.00212201618777566	0.0124200359225693
aes	35.0727348114863	-0.425984103731709	0.555799533560865	-0.766434798896894	0.443417633583748	0.635174872234266
gsk	347.272440628705	-0.749216930505726	0.259008051866417	-2.8926395342031	0.0038201945217843	0.0197007897365797
tfaE	3.94794811591896	-0.709333754834719	1.49021526390073	-0.475994154682052	0.634078542264834	NA
recG	480.214175882257	-1.17365009763474	0.242468277361173	-4.84042741758959	1.29560170523815e-06	2.60765268286909e-05
pinE	7.96212172188283	-0.71158479684066	1.04810182734132	-0.678927159821589	0.497184015808143	NA
mcrA	31.9251323913703	-0.100851569495388	0.591768761877221	-0.170423949340389	0.864676738790516	0.927778111494515
iraM	6.19763125272488	0.849181402691609	1.38488422322341	0.613178624213857	0.539758237134454	NA
ycgX	11.4726772274181	-0.968839864983174	0.983474701479771	-0.985119254745875	0.324565496470185	NA
ycgE	173.980037625046	0.749434872635115	0.319648410412799	2.34455998597735	0.019049545949942	0.0689247208006992
ycgF	55.1542301639502	1.92485939452075	0.452609056589394	4.25280795091773	2.1110661406137e-05	0.000272585372278479
ycgZ	15.9450232134489	1.32430652663179	0.766148285730794	1.72852507966992	0.0838941286192362	NA
mcrC	63.5429111199235	-0.5289196558345	0.660253258660491	-0.801086021002853	0.423081848329381	0.616933574525128
mrcA	695.951294176546	-0.431888018549516	0.238549432513155	-1.81047598394811	0.0702220053741624	0.184298715423422
ybcL	10.1586245952461	0.0264160152777736	1.01168462035529	0.0261109191009514	0.979168867849751	NA
ybcM	33.648591122005	0.204174661889869	0.54497775978505	0.374647695660828	0.707922496283886	0.839138684277641
ylcH	6.54750597884821	-0.090701041921669	1.12206122104443	-0.0808343076300627	0.935573723790973	NA
ybcN	3.73217404563983	1.14617134885456	1.63691974195108	0.700200088911145	0.4838023560984	NA
ninE	1.6773461381755	0.328982926681358	2.14286438716766	0.153524846766525	0.877984397682249	NA
ybcO	6.08990976050968	-0.716215277462033	1.43287958590312	-0.499843311683874	0.617185410819888	NA
rusA	13.5895616969469	0.538618935824699	0.816573430073395	0.659608696521373	0.50950497201012	NA
ylcG	1.76955612084275	0.442913806182871	2.31142462543302	0.191619402730857	0.848040342970037	NA
quuD	5.43438876496584	0.87580844250946	1.22887568113512	0.712690840867216	0.476037085376076	NA
yehW	21.3229171132503	1.80066341796217	0.69705629498336	2.58323959043387	0.00978773255013053	0.0417552323040247
mog	250.719741155008	-0.771722291349302	0.282297189335359	-2.73372290091249	0.00626227209336371	0.029180807840013
yaaH	76.0288975625487	0.457002409693137	0.405424117166642	1.12722058294646	0.259649230091135	0.446338082011337
nrdG	22.5815954260651	-1.28923612258641	0.669471944038721	-1.92575078622241	0.054135499167593	0.153512484227969
yfeR	46.4021721921427	0.628392251717364	0.473680883260853	1.32661518318296	0.184636010722225	0.357540712234279
yfeN	17.0126251843125	1.51691520529554	0.746407032803965	2.03228953992712	0.0421243527772439	NA
thrL	473.499056859162	1.05651783605224	0.266114443607505	3.9701634444559	7.18233446893445e-05	0.000786337783443536
thrA	917.103911757169	1.11185631469516	0.295648771170081	3.76073375950388	0.000169415672661541	0.00156593776124042
thrB	414.480300249435	0.659081097691718	0.288637486017861	2.28342169544442	0.0224055405070687	0.0782558954434602
thrC	588.708085798016	0.664894799319263	0.303471463057518	2.190963172024	0.0284544576169392	0.0939135903591272
yaaX	24.8490159099017	0.890007957493782	0.620070555495016	1.43533336586716	0.151192124132893	0.313025064835726
yaaA	169.986319977357	-0.607351713786925	0.298008541194466	-2.03803458569531	0.0415464741760525	0.125717103879773
yaaJ	86.9694152515628	-0.432929007231237	0.411944452124268	-1.05094025419874	0.293286030844668	0.485651807316452
talB	5333.87994701952	-0.447423995685433	0.199052233791769	-2.24777178915505	0.0245907456248816	0.0836085351245976
arcA	2105.89527451896	0.0084578249114994	0.210592787237227	0.0401619876086824	0.96796398265787	0.983221771997915
phnL	5.23624012161457	0.304289940804499	1.2456063949159	0.244290605801717	0.807005758598941	NA
tpiA	1243.84974931635	-1.33901864504563	0.225385135738668	-5.9410246405877	2.83246030830569e-09	1.29489367878353e-07
fimE	20.1026923359101	0.657395812995402	0.668056162132656	0.984042735114929	0.325094501177654	NA
ilvM	27.8750880652941	1.27705521536952	0.608051077822819	2.10024332156787	0.0357074422783818	0.111437525117865
nlpA	151.438997842902	1.42048574462431	0.310759934199557	4.57100671064029	4.85386736415732e-06	7.85676234112164e-05
flgM	984.342251185221	0.470985731496679	0.249547301893073	1.88736054416845	0.0591118482149583	0.163880896355539
flgA	1626.45599622225	0.173940019542222	0.217362839058273	0.800228872128372	0.423578204662509	0.617391239281891
flgB	2874.73218893232	0.344258298340546	0.216357636530162	1.59115390545761	0.111574943556589	0.256843965355485
flgC	2602.04752479431	0.408508532955757	0.239296659440281	1.70712175385676	0.0877994245405411	0.21824059751701
yceH	185.177559122918	0.0848476358668568	0.30610555365812	0.277184242013526	0.781638638815068	0.883471239127425
yceM	195.881287204885	-0.0899206873498422	0.284625716342686	-0.31592608182171	0.752058614601875	0.865183241528804
murJ	273.566312738369	-0.055845391992838	0.281667625365578	-0.198266989045531	0.842836177900787	0.918297838917347
flgN	904.467053936657	0.445834565200263	0.284090420267329	1.56934036980456	0.116568650459946	0.262551094877496
napA	363.141634177768	0.860433790752594	0.321963995074886	2.67245345415864	0.00752988199322918	0.0334299091641658
napG	82.8033433329386	1.12497927060751	0.468773984230331	2.39983298658219	0.0164025537226349	0.0616553769374155
napF	93.253325893134	-0.975141387962228	0.411470091219499	-2.36989615714752	0.0177930818743808	0.0652863296974297
napD	39.9337991657697	-0.0808683481385501	0.498051914708027	-0.162369314825258	0.871015033388059	0.931597805232944
flgD	4913.02776720605	0.250831206331448	0.220728757049268	1.13637755988207	0.255798583209825	0.442416465745827
flgE	7256.10762830628	-0.0967771611695672	0.219931829842845	-0.440032537530927	0.659913541540009	0.806971698783044
yojI	463.805157150171	1.26192549991698	0.242659379792626	5.2003986039831	1.98861582965908e-07	5.42758923307939e-06
pal	3047.92073583399	-0.353639870811418	0.212630645452387	-1.66316510989761	0.0962793895721259	0.23133037991655
bamE	861.740992683715	-0.208780465271321	0.273413203860714	-0.763607837234082	0.445100977460873	0.635348779219465
recN	727.391609756078	0.846814370949734	0.249284862669	3.39697469747344	0.000681352667855376	0.00502182151493407
nadK	218.599379999121	-0.0889834728085771	0.284298378256304	-0.312993247989462	0.754285791943949	0.866468194956326
grpE	3871.87914996573	-1.43235351775426	0.258619388901645	-5.53846145811981	3.05140379715126e-08	1.04271707532957e-06
speC	621.458107457956	0.75803545145706	0.252804433659888	2.99850536829148	0.00271307376631784	0.0149484178362431
smpB	518.163466138556	-0.669376810172782	0.25192427207366	-2.65705564875886	0.00788264299466671	0.0345460435064185
ratA	519.763257335319	-0.482968955255135	0.29617832930123	-1.63066945645415	0.102960084765166	0.243278848638561
ratB	279.992730793319	-0.545190061138515	0.312487978534949	-1.74467531101373	0.0810414032442706	0.205365593389788
mutY	331.410461055855	-0.381103688447322	0.262881061299034	-1.449719072816	0.147136874848836	0.307261757786181
yggX	205.944078554704	-0.383856951451984	0.286500589386554	-1.33981208301835	0.180306446331817	0.350964734143002
yfjH	57.3388791862579	-0.163102892238176	0.460718865405585	-0.354018262513717	0.723325196900063	0.851737590175025
intA	224.828088521364	-0.0393024674345202	0.289880627313761	-0.13558155920499	0.892152084444564	0.943466865169103
ansB	129.420226708968	-2.18126854374673	0.546570137085696	-3.99083007969886	6.58424425279246e-05	0.000732713760105161
yggN	99.7450369895874	-0.750749034893874	0.353333633291853	-2.12475961571922	0.0336066761586602	0.106552376236877
yggL	354.567298043107	-0.326668439149047	0.256605525837258	-1.27303743005216	0.203004760063353	0.380901332941943
trmI	412.263824291539	-0.564216142976677	0.245400857231127	-2.29916125535486	0.0214957842037762	0.076386804581276
eutH	33.9846782633322	0.684970509713763	0.536812793660386	1.27599512866139	0.201957241105524	0.379989625506111
yahC	3.60370458733117	-0.440067686553512	1.50800946900898	-0.291820240918456	0.770424068498654	NA
yffS	224.419768550954	0.0731543713776476	0.295545352358807	0.247523335399416	0.804503234214486	0.896148767082005
yffR	73.2160424581802	1.1247128702486	0.409570918123255	2.74607600413203	0.00603127893357134	0.0285209797130824
insC-3	0	NA	NA	NA	NA	NA
insD-4	0.388621672422563	0.59462744292782	4.62100076978605	0.128679364612041	0.897611364294823	NA
eutJ	13.8237188245824	0.544208662170586	0.796696429386952	0.683081588038932	0.494555289096864	NA
yahB	50.2566825158412	0.52159540810425	0.485227919170695	1.07494929186208	0.282397431619434	0.472477997610556
yeeR	51.3823489111106	0.0884509835135504	0.462002064036468	0.191451489936566	0.848171882905291	0.91996328306143
flu	482.591187044528	-1.58414334190218	0.817515255503267	-1.93775385992886	0.0526532594213262	0.149811586730317
eutD	29.0687415944275	1.09805615768476	0.628777526503903	1.74633492992365	0.0807527696331761	0.204787570966293
eutM	11.3435561212847	1.21775811442341	0.896458831793561	1.35840941182655	0.174333809448538	NA
yahA	422.958587468853	0.330167554789585	0.250259195842631	1.31930238838137	0.187068039680081	0.360393609474781
argC	44.6681285103689	0.242020484607963	0.479088480809972	0.505168657361144	0.613440382206878	0.775221820323447
yicI	1726.56422588619	0.304711300115372	0.324531095024253	0.938927901785805	0.347767762597936	0.542415094914161
yneH	137.726530954668	-0.258790074601839	0.321378477986183	-0.805250171770884	0.420675329454569	0.614483868542663
betT	294.696875862322	1.45516784289908	0.301181304550776	4.83153443096185	1.35484781795812e-06	2.68038021529375e-05
nepI	50.5851423558118	0.345872533192049	0.456683964423886	0.757356421805555	0.448836356635526	0.639147974110425
yicJ	122.243110088309	0.063248865405418	0.511098315187288	0.123750878306537	0.901512526173745	0.949507122056594
lsrG	7.06459710957944	0.773754434873341	1.13629200036187	0.680946829359819	0.495905135033318	NA
betI	171.537746332055	0.601349063919427	0.322784302204083	1.86300591389732	0.0624614341907033	0.170271580876027
lsrB	21.3904611711793	0.537997734062251	0.70734519232135	0.760587249199591	0.446903638054485	0.636847096688426
lsrF	14.1454209616895	0.60984725186976	0.783583334110922	0.778280018629686	0.436403952421891	NA
yneF	47.9339042180623	0.220325966254956	0.485269343410437	0.454028199487159	0.649808530302863	0.799382639278032
yneG	45.4746875288751	-0.817688934436245	0.48011288089389	-1.70311809363216	0.0885459705300852	0.218653817885598
yneE	32.8787406185145	0.602566211438073	0.554530557095701	1.08662399885401	0.277203014480109	0.466556118401098
betB	294.996140508236	0.250776527193615	0.336588359764568	0.745054069513944	0.45623903389482	0.644832964190286
ynjC	47.3207653325155	0.21227294363881	0.466896917024084	0.454646273939436	0.649363738463714	0.799248679176454
ynjD	22.9047386450152	-0.180441373121051	0.633303265296163	-0.284920958107911	0.775704698945052	0.879329749533087
dgoK	39.0648312896165	0.393888721958102	0.500732299973389	0.786625352466846	0.431501213658326	0.624587509451061
betA	207.475467475892	0.111339783504843	0.347729990711716	0.320190338707795	0.748824046587202	0.863147215968321
sanA	118.631752351633	1.3092569606204	0.350175196006854	3.73886264804083	0.000184854685325492	0.00169897148577218
cdd	207.626841428988	-0.243807619367634	0.315825370028916	-0.771969710176583	0.440132367628983	0.63152498710999
astA	28.2993552846006	2.36977285291027	0.628700185184783	3.76932106710572	0.000163692210188153	0.00152644205508337
astC	39.6177222627588	2.14034111401637	0.568763483200627	3.76314791162741	0.00016778789476198	0.00155514095336925
xthA	343.382439049731	-0.314375186420794	0.251981034218243	-1.24761447779641	0.212172273950188	0.392014638325224
ykgH	10.1653717042535	-0.371332410671766	0.918013605871965	-0.404495541565596	0.685848355767593	NA
ydjY	20.3144577371754	-1.81724510124705	0.734240914037274	-2.47499841878166	0.0133236765728504	NA
ydjZ	31.9671774080362	-0.252436135895748	0.614573543261377	-0.410750086240512	0.6812557964395	0.820465774067222
ynjA	28.9091372189416	0.193180525269948	0.582107123342219	0.331864217982396	0.73999179049688	0.86116003689403
ynjB	77.3346712935011	-0.0729124269017042	0.398550105587319	-0.182944191657552	0.85484180805411	0.924234527531817
ccmG	46.0272686038808	0.812185920876941	0.470838726649891	1.72497688679052	0.0845316379495037	0.212459532825536
ade	118.111394936022	-0.030218939196002	0.348628253048764	-0.086679547431215	0.930926234004052	0.965457832506348
xanP	90.4177929622168	-0.992216398983184	0.434448936561792	-2.28385044934288	0.0223803215767624	0.0782558954434602
ccmF	142.94077275788	0.615329046599702	0.312458317796492	1.9693156224456	0.0489168583057909	0.141561789263037
yicH	280.55898952333	0.541221771006008	0.277723347909896	1.94878023428409	0.0513216752030098	0.146639550009951
ccmE	40.7591783321063	0.699669794185633	0.500558925808443	1.39777708100122	0.162180018851479	0.327869495639384
yjjA	127.004772184829	-0.940382755668639	0.332178545480187	-2.83095572686445	0.00464091444854217	0.0231604157356029
hcaF	27.0603043959908	1.44135409714589	0.677164995023049	2.1285124123949	0.0332946219346881	0.105860625944596
yhdY	14.0053791401898	0.712264228364231	0.792861901637536	0.898345887087219	0.369001175942198	NA
ccmD	26.7666735436747	0.920520172182505	0.62046892546876	1.48358787103973	0.137918289072524	0.296051758840322
yjjP	22.8347766870472	0.291156912666074	0.687536609647164	0.423478413484764	0.671946244866432	0.81534940688061
argE	151.135616463054	0.421376299168505	0.316210591034237	1.33258123262191	0.182669267355105	0.354137611153192
bglJ	8.95399144396706	0.492325564968943	0.990189607755667	0.497203324608539	0.619045677216028	NA
glgP	578.92160005963	0.0651390140277676	0.247915930232444	0.262746383286841	0.792746063716388	0.89039174420735
glpE	146.822053684884	-0.0780097080780003	0.335796769020616	-0.2323122652595	0.816295486709422	0.903070858472518
ccmC	79.0718752555293	0.729197386840033	0.389089600732921	1.87411173535982	0.0609150261665565	0.167314007931017
glpR	207.811720953651	0.122529924587596	0.289684631045206	0.422976959963316	0.672312071201115	0.815500802034195
glpG	416.41497016722	-0.18835769157466	0.250738269031856	-0.751212378955723	0.452524851433864	0.642152505201661
rtcB	82.6532411077921	0.411991957915306	0.372101011922294	1.10720461572231	0.268205472389705	0.45572029788768
rtcR	94.7787187071766	-0.717228537477382	0.46231844919071	-1.55137338501826	0.120812229588509	0.269063708161901
malT	1062.43471551387	-0.57655854015742	0.325474564674806	-1.77143962304238	0.0764876245178392	0.19647504460429
ccmB	55.7624000936422	1.16080928739732	0.523813579190091	2.2160733007192	0.0266864824450206	0.0891217868820381
yicO	68.5866266911076	0.941179206972253	0.529845244444794	1.77632849750021	0.0756787887910815	0.195436139297885
ccmA	138.307635677173	1.00195476377413	0.346445422120343	2.89209988009623	0.00382676269580357	0.0197046243529733
setC	46.1368318344066	0.636218007588095	0.47242409893826	1.34670946934746	0.178073821311565	0.348624848088557
napC	106.230649984753	1.44719150652154	0.363931065623612	3.97655392248999	6.99211495607545e-05	0.000767997561571534
yicL	74.0618927811243	0.450171864001042	0.416641684311696	1.08047725648176	0.279929709297053	0.470677041029787
yijO	42.5958460508208	0.231403213377672	0.487390098813238	0.474780291887594	0.634943581651527	0.789771665777828
rbfA	397.253358711802	-0.186651155477827	0.311966504694544	-0.598305115033369	0.549636364233183	0.725202737987854
paaH	35.1976810741617	0.682478822993214	0.536069545708541	1.27311620004669	0.202976811144895	0.380901332941943
paaI	6.38535522592512	-0.185037019563192	1.13837166961172	-0.162545348327498	0.870876420262348	NA
paaF	8.72244427892673	-0.133087592413945	1.0307086629723	-0.129122415668997	0.897260785343088	NA
paaG	7.52565761677173	0.1459008473618	1.05924904502026	0.137739890394718	0.890445991880121	NA
paaD	9.09388357833482	-0.0539146402880939	1.04939250000217	-0.0513770017300316	0.959025110526236	NA
paaE	23.8957222592726	1.08492738478462	0.639683924068197	1.69603665804951	0.0898789379746541	0.220333657368301
paaB	5.47714435825745	-0.442205173177101	1.45011680696094	-0.304944519678966	0.760408407754879	NA
paaC	11.4429668607288	-0.546988320250131	0.872097334970863	-0.62721017289705	0.530521475747492	NA
paaZ	36.7929909084639	0.682250623399364	0.586968594906382	1.16232900587838	0.245101848787446	0.431204518500438
paaA	28.3433387354072	0.52935541769828	0.585255361434496	0.904486233839531	0.365737630671815	0.560620935461146
kup	321.828242390076	-0.660062267644554	0.277409156561067	-2.37938168958476	0.0173417088757623	0.0641169411220806
yjiL	41.0185457905805	0.326478005392921	0.517809835303923	0.630497883844361	0.528368886879281	0.707629431636028
uxaC	118.275898648782	0.851584710776468	0.358473825393468	2.37558407463014	0.0175212003161328	0.0645038095237534
exuT	108.875130397618	1.03723731569592	0.369131872504302	2.8099370251043	0.00495511945694865	0.0243650713995018
exuR	242.08001534239	0.328700838753321	0.269177958132981	1.22112836070676	0.222037423165294	0.403845485251715
yqjA	194.204240418952	-0.31962786000861	0.284727380560769	-1.12257507296666	0.261618006980714	0.448582725603525
alx	49.4730019601253	0.278430512154988	0.459383925276813	0.606095461410003	0.544451364629472	0.720891963421333
sstT	340.755750991451	0.625794654389615	0.255135988449302	2.45278864104256	0.0141753601832921	0.0551209695403185
ygjV	26.4854799746644	-0.172848032692345	0.605708608551432	-0.285364992757353	0.775364524697116	0.879329749533087
uxaA	123.333467908161	0.966190851474078	0.337306664197706	2.86442858688307	0.00417762341730178	0.0212205706016996
mzrA	116.850688763758	-0.33899973810543	0.349488324260742	-0.969988736598004	0.332052106460206	0.524186783086736
yqjC	148.733369496534	0.21080709175589	0.311116463545835	0.67758256619818	0.498036403009035	0.680750364193764
yjiK	21.9632789427904	-0.196540995120906	0.64414900104248	-0.30511728622233	0.760276826055969	0.869806054293995
miaA	2380.56665201686	-0.44779888586387	0.206896986255759	-2.16435673601507	0.0304369815058305	0.0992719164125739
yhfS	19.3852962470019	-0.29752618287494	0.729986210133597	-0.407577812765105	0.68358365610048	NA
yjiN	95.027061553916	0.895225662637665	0.361288821696585	2.47786703843688	0.0132170388721563	0.0522350963837672
suhB	849.729053478889	-0.251144893292259	0.249127701573476	-1.00809701894266	0.31340788862571	0.509221694058522
hyfB	50.826783035171	0.840162686355524	0.455073485208966	1.84621322415594	0.0648612515680105	0.174701922017977
nfi	175.911570326573	-0.549510928507834	0.304421631330352	-1.80509816633732	0.0710593219688244	0.185836315991317
yjaG	184.648065152575	-0.942376724645007	0.312306731447121	-3.01747170250977	0.00254892837664406	0.0142066503432771
uhpB	177.809204510091	0.571973241327116	0.311547638057148	1.83590941306446	0.0663710553005651	0.177496664096294
thiE	20.7026363556845	-1.13036525653453	0.690518229448755	-1.63698105035823	0.101634429093902	0.241114497633009
thiG	38.6663670942322	0.13432453514219	0.523193186699564	0.256739840190854	0.797379614094187	0.892896343116366
thiS	6.45805564590809	-0.442216227082621	1.14583163211584	-0.385934734814436	0.699545005064482	NA
nudC	121.0639619872	-0.219503972856587	0.338370109964256	-0.648709700983264	0.516526032824143	0.696914256696454
hemE	496.17295228085	-0.485893847822566	0.236569690624101	-2.0539142040585	0.0399839963174352	0.121861134722417
thiC	81.4149267098604	0.112553282643683	0.441621409077808	0.254863736970352	0.79882834524283	0.893072138782715
rsd	177.124783743648	1.46457688921661	0.317723406746346	4.60959708387446	4.03450100787284e-06	6.7904064227034e-05
queF	337.357768604313	-0.529728275300366	0.260229562451283	-2.03561912916614	0.0417886154122182	0.126111405833661
ygdH	684.761387355739	-1.07635294651289	0.249255809949193	-4.31826622910931	1.5725966870928e-05	0.000212803783697398
syd	172.170412762609	-0.41288250356237	0.306421449023701	-1.34743342829906	0.177840680499391	0.348370018604192
truC	257.668349746151	-0.842210025390388	0.270802759612475	-3.11004964127991	0.00187055904109755	0.0113406832186971
yqcC	131.416049020847	-0.890978755903362	0.328660771349096	-2.71093733592253	0.00670933047376691	0.0306311268458212
gudP	17.5219605842507	0.483409458344301	0.727990937190148	0.664032247722936	0.506669671778835	NA
yqcA	215.151251237632	-0.429781574431527	0.283679045176755	-1.51502756985007	0.129765422377187	0.282494481275434
hyfC	7.25437609338016	0.549118223870972	1.07557090772898	0.510536515933115	0.609675638884126	NA
